Determinant,MinA,Euler,A,B,C,0:00,0:01,0:02,0:03,0:01/23,0:02/13,0:03/12,1:00,1:01,1:02,1:03,1:01/23,1:02/13,1:03/12
-1346,1,-1348,1,0,-1346,9240,9240,9240,9240,674,674,674,9240,9240,9240,9240,674,674,674
-1347,1,-1792,1,0,-1347,9606,9634,9606,9634,924,896,868,9634,9606,9634,9606,924,896,868
-1347,1,-1792,1,-1+1w,-1346,9634,9606,9634,9606,868,896,924,9606,9634,9606,9634,868,896,924
-1349,1,-1400,1,0,-1349,7882,7886,7882,7886,704,700,696,7886,7882,7886,7882,704,700,696
-1349,1,-1400,1,-1+1w,-1348,7886,7882,7886,7882,696,700,704,7882,7886,7882,7886,696,700,704
-1350,1,-1440,1,0,-1350,9712,9712,9712,9712,720,720,720,9712,9712,9712,9712,720,720,720
-1352,1,-1456,1,0,-1352,9156,9156,9156,9156,728,728,728,9156,9156,9156,9156,728,728,728
-1353,1,-1600,1,0,-1353,8708,8716,8708,8716,808,800,792,8716,8708,8716,8708,808,800,792
-1353,1,-1600,1,-1+1w,-1352,8716,8708,8716,8708,792,800,808,8708,8716,8708,8716,792,800,808
-1353,3,-400,3,-2+1w,-450,1480,1474,1480,1474,194,200,206,1474,1480,1474,1480,194,200,206
-1353,3,-400,3,-1+2w,-450,1474,1480,1474,1480,206,200,194,1480,1474,1480,1474,206,200,194
-1354,1,-2704,1,0,-1354,15120,15120,15120,15120,1352,1352,1352,15120,15120,15120,15120,1352,1352,1352
-1355,1,-1088,1,0,-1355,6934,6968,6934,6968,578,544,510,6968,6934,6968,6934,578,544,510
-1355,1,-1088,1,-1+1w,-1354,6968,6934,6968,6934,510,544,578,6934,6968,6934,6968,510,544,578
-1356,1,-1792,1,0,-1356,10688,10688,10688,10688,896,896,896,10688,10688,10688,10688,896,896,896
-1357,1,-2552,1,0,-1357,12284,12274,12284,12274,1266,1276,1286,12274,12284,12274,12284,1266,1276,1286
-1357,1,-2552,1,-1+1w,-1356,12274,12284,12274,12284,1286,1276,1266,12284,12274,12284,12274,1286,1276,1266
-1358,1,-1568,1,0,-1358,10068,10068,10068,10068,784,784,784,10068,10068,10068,10068,784,784,784
-1360,1,-2048,1,0,-1360,12462,12462,12462,12462,1024,1024,1024,12462,12462,12462,12462,1024,1024,1024
-1361,1,-1360,1,0,-1361,7883,7876,7883,7876,673,680,687,7876,7883,7876,7883,673,680,687
-1361,1,-1360,1,-1+1w,-1360,7876,7883,7876,7883,687,680,673,7883,7876,7883,7876,687,680,673
-1362,1,-1808,1,0,-1362,10908,10908,10908,10908,904,904,904,10908,10908,10908,10908,904,904,904
-1362,3,-452,3,-2+1w,-453,1958,1958,1958,1958,226,226,226,1958,1958,1958,1958,226,226,226
-1363,1,-2576,1,0,-1363,12370,12380,12370,12380,1298,1288,1278,12380,12370,12380,12370,1298,1288,1278
-1363,1,-2576,1,-1+1w,-1362,12380,12370,12380,12370,1278,1288,1298,12370,12380,12370,12380,1278,1288,1298
-1364,1,-1280,1,0,-1364,8328,8328,8328,8328,640,640,640,8328,8328,8328,8328,640,640,640
-1365,1,-1792,1,0,-1365,9498,9496,9498,9496,894,896,898,9496,9498,9496,9498,894,896,898
-1365,1,-1792,1,-1+1w,-1364,9496,9498,9496,9498,898,896,894,9498,9496,9498,9496,898,896,894
-1366,1,-2728,1,0,-1366,15252,15252,15252,15252,1364,1364,1364,15252,15252,15252,15252,1364,1364,1364
-1367,1,-1366,1,0,-1367,7907,7894,7907,7894,670,683,696,7894,7907,7894,7907,670,683,696
-1367,1,-1366,1,-1+1w,-1366,7894,7907,7894,7907,696,683,670,7907,7894,7907,7894,696,683,670
-1368,1,-1920,1,0,-1368,11104,11104,11104,11104,960,960,960,11104,11104,11104,11104,960,960,960
-1370,1,-1088,1,0,-1370,8202,8202,8202,8202,544,544,544,8202,8202,8202,8202,544,544,544
-1373,1,-1372,1,0,-1373,7947,7944,7947,7944,683,686,689,7944,7947,7944,7947,683,686,689
-1373,1,-1372,1,-1+1w,-1372,7944,7947,7944,7947,689,686,683,7947,7944,7947,7944,689,686,683
-1374,1,-1840,1,0,-1374,11816,11816,11816,11816,920,920,920,11816,11816,11816,11816,920,920,920
-1375,1,-2000,1,0,-1375,10812,10830,10812,10830,1018,1000,982,10830,10812,10830,10812,1018,1000,982
-1375,1,-2000,1,-1+1w,-1374,10830,10812,10830,10812,982,1000,1018,10812,10830,10812,10830,982,1000,1018
-1376,1,-1408,1,0,-1376,8994,8994,8994,8994,704,704,704,8994,8994,8994,8994,704,704,704
-1377,1,-1728,1,0,-1377,9358,9388,9358,9388,894,864,834,9388,9358,9388,9358,894,864,834
-1377,1,-1728,1,-1+1w,-1376,9388,9358,9388,9358,834,864,894,9358,9388,9358,9388,834,864,894
-1378,1,-2912,1,0,-1378,15762,15762,15762,15762,1456,1456,1456,15762,15762,15762,15762,1456,1456,1456
-1379,1,-1568,1,0,-1379,8526,8550,8526,8550,808,784,760,8550,8526,8550,8526,808,784,760
-1379,1,-1568,1,-1+1w,-1378,8550,8526,8550,8526,760,784,808,8526,8550,8526,8550,760,784,808
-1380,1,-1408,1,0,-1380,8904,8904,8904,8904,704,704,704,8904,8904,8904,8904,704,704,704
-1380,3,-352,3,-2+1w,-459,1612,1612,1612,1612,176,176,176,1612,1612,1612,1612,176,176,176
-1382,1,-1384,1,0,-1382,9480,9480,9480,9480,692,692,692,9480,9480,9480,9480,692,692,692
-1383,1,-1840,1,0,-1383,9886,9906,9886,9906,940,920,900,9906,9886,9906,9886,940,920,900
-1383,1,-1840,1,-1+1w,-1382,9906,9886,9906,9886,900,920,940,9886,9906,9886,9906,900,920,940
-1384,1,-2752,1,0,-1384,14748,14748,14748,14748,1376,1376,1376,14748,14748,14748,14748,1376,1376,1376
-1385,1,-1112,1,0,-1385,7084,7118,7084,7118,590,556,522,7118,7084,7118,7084,590,556,522
-1385,1,-1112,1,-1+1w,-1384,7118,7084,7118,7084,522,556,590,7084,7118,7084,7118,522,556,590
-1386,1,-1920,1,0,-1386,11804,11804,11804,11804,960,960,960,11804,11804,11804,11804,960,960,960
-1388,1,-1384,1,0,-1388,8790,8790,8790,8790,692,692,692,8790,8790,8790,8790,692,692,692
-1390,1,-2240,1,0,-1390,13836,13836,13836,13836,1120,1120,1120,13836,13836,13836,13836,1120,1120,1120
-1391,1,-1484,1,0,-1391,8278,8270,8278,8270,734,742,750,8270,8278,8270,8278,734,742,750
-1391,1,-1484,1,-1+1w,-1390,8270,8278,8270,8278,750,742,734,8278,8270,8278,8270,750,742,734
-1392,1,-1792,1,0,-1392,11180,11180,11180,11180,896,896,896,11180,11180,11180,11180,896,896,896
-1394,1,-1280,1,0,-1394,9390,9390,9390,9390,640,640,640,9390,9390,9390,9390,640,640,640
-1395,1,-1536,1,0,-1395,8740,8742,8740,8742,770,768,766,8742,8740,8742,8740,770,768,766
-1395,1,-1536,1,-1+1w,-1394,8742,8740,8742,8740,766,768,770,8740,8742,8740,8742,766,768,770
-1397,1,-1280,1,0,-1397,7840,7838,7840,7838,638,640,642,7838,7840,7838,7840,638,640,642
-1397,1,-1280,1,-1+1w,-1396,7838,7840,7838,7840,642,640,638,7840,7838,7840,7838,642,640,638
-1398,1,-1856,1,0,-1398,11244,11244,11244,11244,928,928,928,11244,11244,11244,11244,928,928,928
-1398,3,-464,3,-2+1w,-465,2012,2012,2012,2012,232,232,232,2012,2012,2012,2012,232,232,232
-1400,1,-1280,1,0,-1400,8640,8640,8640,8640,640,640,640,8640,8640,8640,8640,640,640,640
-1401,1,-1864,1,0,-1401,10066,10050,10066,10050,916,932,948,10050,10066,10050,10066,916,932,948
-1401,1,-1864,1,-1+1w,-1400,10050,10066,10050,10066,948,932,916,10066,10050,10066,10050,948,932,916
-1402,1,-2800,1,0,-1402,15732,15732,15732,15732,1400,1400,1400,15732,15732,15732,15732,1400,1400,1400
-1403,1,-1364,1,0,-1403,8104,8096,8104,8096,674,682,690,8096,8104,8096,8104,674,682,690
-1403,1,-1364,1,-1+1w,-1402,8096,8104,8096,8104,690,682,674,8104,8096,8104,8096,690,682,674
-1405,1,-2240,1,0,-1405,11604,11598,11604,11598,1114,1120,1126,11598,11604,11598,11604,1114,1120,1126
-1405,1,-2240,1,-1+1w,-1404,11598,11604,11598,11604,1126,1120,1114,11604,11598,11604,11598,1126,1120,1114
-1406,1,-1520,1,0,-1406,9876,9876,9876,9876,760,760,760,9876,9876,9876,9876,760,760,760
-1408,1,-2560,1,0,-1408,14424,14424,14424,14424,1280,1280,1280,14424,14424,14424,14424,1280,1280,1280
-1409,1,-1408,1,0,-1409,8195,8194,8195,8194,703,704,705,8194,8195,8194,8195,703,704,705
-1409,1,-1408,1,-1+1w,-1408,8194,8195,8194,8195,705,704,703,8195,8194,8195,8194,705,704,703
-1410,1,-1472,1,0,-1410,10660,10660,10660,10660,736,736,736,10660,10660,10660,10660,736,736,736
-1411,1,-2624,1,0,-1411,12808,12800,12808,12800,1304,1312,1320,12800,12808,12800,12808,1304,1312,1320
-1411,1,-2624,1,-1+1w,-1410,12800,12808,12800,12808,1320,1312,1304,12808,12800,12808,12800,1320,1312,1304
-1412,1,-1408,1,0,-1412,8964,8964,8964,8964,704,704,704,8964,8964,8964,8964,704,704,704
-1414,1,-3200,1,0,-1414,16956,16956,16956,16956,1600,1600,1600,16956,16956,16956,16956,1600,1600,1600
-1415,1,-1136,1,0,-1415,7286,7300,7286,7300,582,568,554,7300,7286,7300,7286,582,568,554
-1415,1,-1136,1,-1+1w,-1414,7300,7286,7300,7286,554,568,582,7286,7300,7286,7300,554,568,582
-1416,1,-1856,1,0,-1416,10908,10908,10908,10908,928,928,928,10908,10908,10908,10908,928,928,928
-1416,3,-464,3,-2+1w,-471,1922,1922,1922,1922,232,232,232,1922,1922,1922,1922,232,232,232
-1418,1,-1420,1,0,-1418,9786,9786,9786,9786,710,710,710,9786,9786,9786,9786,710,710,710
-1419,1,-1760,1,0,-1419,9924,9932,9924,9932,888,880,872,9932,9924,9932,9924,888,880,872
-1419,1,-1760,1,-1+1w,-1418,9932,9924,9932,9924,872,880,888,9924,9932,9924,9932,872,880,888
-1420,1,-2240,1,0,-1420,12960,12960,12960,12960,1120,1120,1120,12960,12960,12960,12960,1120,1120,1120
-1421,1,-1568,1,0,-1421,8746,8720,8746,8720,758,784,810,8720,8746,8720,8746,758,784,810
-1421,1,-1568,1,-1+1w,-1420,8720,8746,8720,8746,810,784,758,8746,8720,8746,8720,810,784,758
-1422,1,-1920,1,0,-1422,11992,11992,11992,11992,960,960,960,11992,11992,11992,11992,960,960,960
-1424,1,-1408,1,0,-1424,9270,9270,9270,9270,704,704,704,9270,9270,9270,9270,704,704,704
-1426,1,-2816,1,0,-1426,15948,15948,15948,15948,1408,1408,1408,15948,15948,15948,15948,1408,1408,1408
-1427,1,-1426,1,0,-1427,8333,8314,8333,8314,694,713,732,8314,8333,8314,8333,694,713,732
-1427,1,-1426,1,-1+1w,-1426,8314,8333,8314,8333,732,713,694,8333,8314,8333,8314,732,713,694
-1428,1,-2048,1,0,-1428,11920,11920,11920,11920,1024,1024,1024,11920,11920,11920,11920,1024,1024,1024
-1430,1,-1120,1,0,-1430,8508,8508,8508,8508,560,560,560,8508,8508,8508,8508,560,560,560
-1431,1,-1872,1,0,-1431,9978,9926,9978,9926,884,936,988,9926,9978,9926,9978,884,936,988
-1431,1,-1872,1,-1+1w,-1430,9926,9978,9926,9978,988,936,884,9978,9926,9978,9926,988,936,884
-1432,1,-2848,1,0,-1432,15354,15354,15354,15354,1424,1424,1424,15354,15354,15354,15354,1424,1424,1424
-1433,1,-1432,1,0,-1433,8365,8342,8365,8342,693,716,739,8342,8365,8342,8365,693,716,739
-1433,1,-1432,1,-1+1w,-1432,8342,8365,8342,8365,739,716,693,8365,8342,8365,8342,739,716,693
-1434,1,-1904,1,0,-1434,11568,11568,11568,11568,952,952,952,11568,11568,11568,11568,952,952,952
-1434,3,-476,3,-2+1w,-477,2072,2072,2072,2072,238,238,238,2072,2072,2072,2072,238,238,238
-1435,1,-2560,1,0,-1435,12604,12584,12604,12584,1260,1280,1300,12584,12604,12584,12604,1260,1280,1300
-1435,1,-2560,1,-1+1w,-1434,12584,12604,12584,12604,1300,1280,1260,12604,12584,12604,12584,1300,1280,1260
-1436,1,-1432,1,0,-1436,9126,9126,9126,9126,716,716,716,9126,9126,9126,9126,716,716,716
-1437,1,-1912,1,0,-1437,10370,10334,10370,10334,920,956,992,10334,10370,10334,10370,920,956,992
-1437,1,-1912,1,-1+1w,-1436,10334,10370,10334,10370,992,956,920,10370,10334,10370,10334,992,956,920
-1438,1,-2872,1,0,-1438,16146,16146,16146,16146,1436,1436,1436,16146,16146,16146,16146,1436,1436,1436
-1439,1,-1438,1,0,-1439,8375,8392,8375,8392,736,719,702,8392,8375,8392,8375,736,719,702
-1439,1,-1438,1,-1+1w,-1438,8392,8375,8392,8375,702,719,736,8375,8392,8375,8392,702,719,736
-1440,1,-1536,1,0,-1440,9910,9910,9910,9910,768,768,768,9910,9910,9910,9910,768,768,768
-1441,1,-2600,1,0,-1441,12902,12886,12902,12886,1284,1300,1316,12886,12902,12886,12902,1284,1300,1316
-1441,1,-2600,1,-1+1w,-1440,12886,12902,12886,12902,1316,1300,1284,12902,12886,12902,12886,1316,1300,1284
-1442,1,-1664,1,0,-1442,10716,10716,10716,10716,832,832,832,10716,10716,10716,10716,832,832,832
-1445,1,-1088,1,0,-1445,7330,7310,7330,7310,524,544,564,7310,7330,7310,7330,524,544,564
-1445,1,-1088,1,-1+1w,-1444,7310,7330,7310,7330,564,544,524,7330,7310,7330,7310,564,544,524
-1446,1,-1936,1,0,-1446,12476,12476,12476,12476,968,968,968,12476,12476,12476,12476,968,968,968
-1448,1,-1456,1,0,-1448,9600,9600,9600,9600,728,728,728,9600,9600,9600,9600,728,728,728
-1449,1,-2112,1,0,-1449,10762,10764,10762,10764,1058,1056,1054,10764,10762,10764,10762,1058,1056,1054
-1449,1,-2112,1,-1+1w,-1448,10764,10762,10764,10762,1054,1056,1058,10762,10764,10762,10764,1054,1056,1058
-1450,1,-2240,1,0,-1450,14166,14166,14166,14166,1120,1120,1120,14166,14166,14166,14166,1120,1120,1120
-1451,1,-1450,1,0,-1451,8463,8466,8463,8466,728,725,722,8466,8463,8466,8463,728,725,722
-1451,1,-1450,1,-1+1w,-1450,8466,8463,8466,8463,722,725,728,8463,8466,8463,8466,722,725,728
-1454,1,-1456,1,0,-1454,10032,10032,10032,10032,728,728,728,10032,10032,10032,10032,728,728,728
-1455,1,-1568,1,0,-1455,9368,9360,9368,9360,776,784,792,9360,9368,9360,9368,776,784,792
-1455,1,-1568,1,-1+1w,-1454,9360,9368,9360,9368,792,784,776,9368,9360,9368,9360,792,784,776
-1457,1,-1472,1,0,-1457,8542,8546,8542,8546,740,736,732,8546,8542,8546,8542,740,736,732
-1457,1,-1472,1,-1+1w,-1456,8546,8542,8546,8542,732,736,740,8542,8546,8542,8546,732,736,740
-1458,1,-1944,1,0,-1458,12200,12200,12200,12200,972,972,972,12200,12200,12200,12200,972,972,972
-1460,1,-1184,1,0,-1460,8184,8184,8184,8184,592,592,592,8184,8184,8184,8184,592,592,592
-1462,1,-2816,1,0,-1462,16296,16296,16296,16296,1408,1408,1408,16296,16296,16296,16296,1408,1408,1408
-1463,1,-1600,1,0,-1463,8968,8966,8968,8966,798,800,802,8966,8968,8966,8968,798,800,802
-1463,1,-1600,1,-1+1w,-1462,8966,8968,8966,8968,802,800,798,8968,8966,8968,8966,802,800,798
-1464,1,-1984,1,0,-1464,12164,12164,12164,12164,992,992,992,12164,12164,12164,12164,992,992,992
-1465,1,-2336,1,0,-1465,12156,12180,12156,12180,1192,1168,1144,12180,12156,12180,12156,1192,1168,1144
-1465,1,-2336,1,-1+1w,-1464,12180,12156,12180,12156,1144,1168,1192,12156,12180,12156,12180,1144,1168,1192
-1466,1,-1468,1,0,-1466,10134,10134,10134,10134,734,734,734,10134,10134,10134,10134,734,734,734
-1469,1,-1568,1,0,-1469,8802,8796,8802,8796,778,784,790,8796,8802,8796,8802,778,784,790
-1469,1,-1568,1,-1+1w,-1468,8796,8802,8796,8802,790,784,778,8802,8796,8802,8796,790,784,778
-1470,1,-1792,1,0,-1470,11220,11220,11220,11220,896,896,896,11220,11220,11220,11220,896,896,896
-1470,3,-448,3,-2+1w,-489,2044,2044,2044,2044,224,224,224,2044,2044,2044,2044,224,224,224
-1472,1,-1408,1,0,-1472,9576,9576,9576,9576,704,704,704,9576,9576,9576,9576,704,704,704
-1473,1,-1960,1,0,-1473,10670,10658,10670,10658,968,980,992,10658,10670,10658,10670,968,980,992
-1473,1,-1960,1,-1+1w,-1472,10658,10670,10658,10670,992,980,968,10670,10658,10670,10658,992,980,968
-1474,1,-2720,1,0,-1474,16140,16140,16140,16140,1360,1360,1360,16140,16140,16140,16140,1360,1360,1360
-1475,1,-1160,1,0,-1475,7484,7492,7484,7492,588,580,572,7492,7484,7492,7484,588,580,572
-1475,1,-1160,1,-1+1w,-1474,7492,7484,7492,7484,572,580,588,7484,7492,7484,7492,572,580,588
-1476,1,-1920,1,0,-1476,11440,11440,11440,11440,960,960,960,11440,11440,11440,11440,960,960,960
-1478,1,-1480,1,0,-1478,10248,10248,10248,10248,740,740,740,10248,10248,10248,10248,740,740,740
-1479,1,-1792,1,0,-1479,9752,9778,9752,9778,922,896,870,9778,9752,9778,9752,922,896,870
-1479,1,-1792,1,-1+1w,-1478,9778,9752,9778,9752,870,896,922,9752,9778,9752,9778,870,896,922
-1479,3,-448,3,-2+1w,-492,1664,1674,1664,1674,234,224,214,1674,1664,1674,1664,234,224,214
-1479,3,-448,3,-1+2w,-492,1674,1664,1674,1664,214,224,234,1664,1674,1664,1674,214,224,234
-1480,1,-2432,1,0,-1480,14244,14244,14244,14244,1216,1216,1216,14244,14244,14244,14244,1216,1216,1216
-1481,1,-1480,1,0,-1481,8663,8668,8663,8668,745,740,735,8668,8663,8668,8663,745,740,735
-1481,1,-1480,1,-1+1w,-1480,8668,8663,8668,8663,735,740,745,8663,8668,8663,8668,735,740,745
-1482,1,-2240,1,0,-1482,13396,13396,13396,13396,1120,1120,1120,13396,13396,13396,13396,1120,1120,1120
-1484,1,-1664,1,0,-1484,10200,10200,10200,10200,832,832,832,10200,10200,10200,10200,832,832,832
-1485,1,-1440,1,0,-1485,8950,8916,8950,8916,686,720,754,8916,8950,8916,8950,686,720,754
-1485,1,-1440,1,-1+1w,-1484,8916,8950,8916,8950,754,720,686,8950,8916,8950,8916,754,720,686
-1486,1,-2968,1,0,-1486,16794,16794,16794,16794,1484,1484,1484,16794,16794,16794,16794,1484,1484,1484
-1487,1,-1486,1,0,-1487,8713,8720,8713,8720,750,743,736,8720,8713,8720,8713,750,743,736
-1487,1,-1486,1,-1+1w,-1486,8720,8713,8720,8713,736,743,750,8713,8720,8713,8720,736,743,750
-1490,1,-1184,1,0,-1490,9006,9006,9006,9006,592,592,592,9006,9006,9006,9006,592,592,592
-1491,1,-2240,1,0,-1491,11480,11496,11480,11496,1136,1120,1104,11496,11480,11496,11480,1136,1120,1104
-1491,1,-2240,1,-1+1w,-1490,11496,11480,11496,11480,1104,1120,1136,11480,11496,11480,11496,1104,1120,1136
-1493,1,-1492,1,0,-1493,8737,8750,8737,8750,759,746,733,8750,8737,8750,8737,759,746,733
-1493,1,-1492,1,-1+1w,-1492,8750,8737,8750,8737,733,746,759,8737,8750,8737,8750,733,746,759
-1494,1,-1968,1,0,-1494,12424,12424,12424,12424,984,984,984,12424,12424,12424,12424,984,984,984
-1495,1,-2464,1,0,-1495,12624,12642,12624,12642,1250,1232,1214,12642,12624,12642,12624,1250,1232,1214
-1495,1,-2464,1,-1+1w,-1494,12642,12624,12642,12624,1214,1232,1250,12624,12642,12624,12642,1214,1232,1250
-1496,1,-1280,1,0,-1496,9366,9366,9366,9366,640,640,640,9366,9366,9366,9366,640,640,640
-1498,1,-3392,1,0,-1498,18108,18108,18108,18108,1696,1696,1696,18108,18108,18108,18108,1696,1696,1696
-1499,1,-1498,1,0,-1499,8775,8796,8775,8796,770,749,728,8796,8775,8796,8775,770,749,728
-1499,1,-1498,1,-1+1w,-1498,8796,8775,8796,8775,728,749,770,8775,8796,8775,8796,728,749,770
-1500,1,-1600,1,0,-1500,10364,10364,10364,10364,800,800,800,10364,10364,10364,10364,800,800,800
-1502,1,-1504,1,0,-1502,10452,10452,10452,10452,752,752,752,10452,10452,10452,10452,752,752,752
-1503,1,-1992,1,0,-1503,10620,10616,10620,10616,992,996,1000,10616,10620,10616,10620,992,996,1000
-1503,1,-1992,1,-1+1w,-1502,10616,10620,10616,10620,1000,996,992,10620,10616,10620,10616,1000,996,992
-1504,1,-2944,1,0,-1504,16020,16020,16020,16020,1472,1472,1472,16020,16020,16020,16020,1472,1472,1472
-1505,1,-1408,1,0,-1505,8400,8412,8400,8412,716,704,692,8412,8400,8412,8400,716,704,692
-1505,1,-1408,1,-1+1w,-1504,8412,8400,8412,8400,692,704,716,8400,8412,8400,8412,692,704,716
-1506,1,-2000,1,0,-1506,12216,12216,12216,12216,1000,1000,1000,12216,12216,12216,12216,1000,1000,1000
-1506,3,-500,3,-2+1w,-501,2204,2204,2204,2204,250,250,250,2204,2204,2204,2204,250,250,250
-1507,1,-2720,1,0,-1507,13592,13594,13592,13594,1362,1360,1358,13594,13592,13594,13592,1362,1360,1358
-1507,1,-2720,1,-1+1w,-1506,13594,13592,13594,13592,1358,1360,1362,13592,13594,13592,13594,1358,1360,1362
-1508,1,-1568,1,0,-1508,9888,9888,9888,9888,784,784,784,9888,9888,9888,9888,784,784,784
-1509,1,-2008,1,0,-1509,10918,10950,10918,10950,1036,1004,972,10950,10918,10950,10918,1036,1004,972
-1509,1,-2008,1,-1+1w,-1508,10950,10918,10950,10918,972,1004,1036,10918,10950,10918,10950,972,1004,1036
-1510,1,-2432,1,0,-1510,15168,15168,15168,15168,1216,1216,1216,15168,15168,15168,15168,1216,1216,1216
-1511,1,-1510,1,0,-1511,8847,8832,8847,8832,740,755,770,8832,8847,8832,8847,740,755,770
-1511,1,-1510,1,-1+1w,-1510,8832,8847,8832,8847,770,755,740,8847,8832,8847,8832,770,755,740
-1512,1,-2304,1,0,-1512,13048,13048,13048,13048,1152,1152,1152,13048,13048,13048,13048,1152,1152,1152
-1513,1,-2816,1,0,-1513,13858,13862,13858,13862,1412,1408,1404,13862,13858,13862,13858,1412,1408,1404
-1513,1,-2816,1,-1+1w,-1512,13862,13858,13862,13858,1404,1408,1412,13858,13862,13858,13862,1404,1408,1412
-1514,1,-1516,1,0,-1514,10482,10482,10482,10482,758,758,758,10482,10482,10482,10482,758,758,758
-1515,1,-1600,1,0,-1515,9092,9100,9092,9100,808,800,792,9100,9092,9100,9092,808,800,792
-1515,1,-1600,1,-1+1w,-1514,9100,9092,9100,9092,792,800,808,9092,9100,9092,9100,792,800,808
-1515,3,-400,3,-2+1w,-504,1592,1596,1592,1596,204,200,196,1596,1592,1596,1592,204,200,196
-1515,3,-400,3,-1+2w,-504,1596,1592,1596,1592,196,200,204,1592,1596,1592,1596,196,200,204
-1517,1,-1520,1,0,-1517,8884,8906,8884,8906,782,760,738,8906,8884,8906,8884,782,760,738
-1517,1,-1520,1,-1+1w,-1516,8906,8884,8906,8884,738,760,782,8884,8906,8884,8906,738,760,782
-1518,1,-1760,1,0,-1518,12520,12520,12520,12520,880,880,880,12520,12520,12520,12520,880,880,880
-1520,1,-1280,1,0,-1520,8862,8862,8862,8862,640,640,640,8862,8862,8862,8862,640,640,640
-1522,1,-3040,1,0,-1522,17286,17286,17286,17286,1520,1520,1520,17286,17286,17286,17286,1520,1520,1520
-1523,1,-1522,1,0,-1523,8953,8930,8953,8930,738,761,784,8930,8953,8930,8953,738,761,784
-1523,1,-1522,1,-1+1w,-1522,8930,8953,8930,8953,784,761,738,8953,8930,8953,8930,784,761,738
-1526,1,-1760,1,0,-1526,11460,11460,11460,11460,880,880,880,11460,11460,11460,11460,880,880,880
-1527,1,-2032,1,0,-1527,11118,11098,11118,11098,996,1016,1036,11098,11118,11098,11118,996,1016,1036
-1527,1,-2032,1,-1+1w,-1526,11098,11118,11098,11118,1036,1016,996,11118,11098,11118,11098,1036,1016,996
-1528,1,-3040,1,0,-1528,16536,16536,16536,16536,1520,1520,1520,16536,16536,16536,16536,1520,1520,1520
-1529,1,-1400,1,0,-1529,8680,8702,8680,8702,722,700,678,8702,8680,8702,8680,722,700,678
-1529,1,-1400,1,-1+1w,-1528,8702,8680,8702,8680,678,700,722,8680,8702,8680,8702,678,700,722
-1530,1,-1536,1,0,-1530,11228,11228,11228,11228,768,768,768,11228,11228,11228,11228,768,768,768
-1532,1,-1528,1,0,-1532,9834,9834,9834,9834,764,764,764,9834,9834,9834,9834,764,764,764
-1534,1,-3248,1,0,-1534,17856,17856,17856,17856,1624,1624,1624,17856,17856,17856,17856,1624,1624,1624
-1535,1,-1232,1,0,-1535,7990,7988,7990,7988,614,616,618,7988,7990,7988,7990,614,616,618
-1535,1,-1232,1,-1+1w,-1534,7988,7990,7988,7990,618,616,614,7990,7988,7990,7988,618,616,614
-1536,1,-2048,1,0,-1536,12652,12652,12652,12652,1024,1024,1024,12652,12652,12652,12652,1024,1024,1024
-1537,1,-2912,1,0,-1537,14250,14244,14250,14244,1450,1456,1462,14244,14250,14244,14250,1450,1456,1462
-1537,1,-2912,1,-1+1w,-1536,14244,14250,14244,14250,1462,1456,1450,14250,14244,14250,14244,1462,1456,1450
-1538,1,-1540,1,0,-1538,10698,10698,10698,10698,770,770,770,10698,10698,10698,10698,770,770,770
-1540,1,-2560,1,0,-1540,14736,14736,14736,14736,1280,1280,1280,14736,14736,14736,14736,1280,1280,1280
-1541,1,-1496,1,0,-1541,9008,9022,9008,9022,762,748,734,9022,9008,9022,9008,762,748,734
-1541,1,-1496,1,-1+1w,-1540,9022,9008,9022,9008,734,748,762,9008,9022,9008,9022,734,748,762
-1542,1,-2048,1,0,-1542,12564,12564,12564,12564,1024,1024,1024,12564,12564,12564,12564,1024,1024,1024
-1542,3,-512,3,-2+1w,-513,2264,2264,2264,2264,256,256,256,2264,2264,2264,2264,256,256,256
